Temp(K),Mass(sun=1),Type_Encoded,end_Type_Encoded,Spec_Encoded,MMK_Encoded
6364.452,10366.87659,10,3,2,6
6358.744,28.29803474,10,3,2,6
6347.3584,15.67875775,10,3,2,6
6341.6816,5.155886009,10,3,2,6
6330.357,6.382711965,10,3,2,6
6313.446,3.266313385,10,3,2,6
6307.8286,3.324947197,10,3,2,6
6291.0376,5.253895064,10,3,2,6
6279.8936,5.482834084,10,3,2,6
6279.8936,1.877513685,10,3,2,6
6246.6963,1.668103548,10,3,2,6
6235.7075,254841.3511,10,3,2,6
6219.2983,297.4832069,10,3,2,6
6219.2983,326.1757417,10,3,2,6
6208.4067,16.78776977,10,3,2,6
6208.4067,7.808918602,10,3,2,6
6181.3423,27.80490553,10,3,2,6
6096.3027,31.85383296,10,3,2,6
6065.0127,4.78343963,10,3,2,6
6044.33,46.69820495,10,3,2,6
5983.122,54.29608699,10,3,2,6
5938.0234,10.6996726,10,3,2,6
5849.835,167.3614425,10,3,2,6
7161.616,19.2321833,10,3,2,6
6765.2666,7.621440002,10,3,2,6
6657.277,253.1365456,10,3,2,6
6235.7075,14.41913791,10,3,2,6
7154.389,413.8744197,9,3,2,1
6364.452,7.113091676,10,3,2,2
6106.804,789.8759029,10,3,2,6
6416.2896,4.198793452,10,3,2,2
6347.3584,60.19145482,10,3,2,6
6246.6963,16.44780542,10,3,2,6
6552.68,3.817528786,10,3,2,6
6398.9165,1.60430737,10,3,2,6
6358.744,2.982969367,10,3,2,6
6319.073,3.269195496,10,3,2,6
6291.0376,0.774973061,10,3,2,6
6274.3364,4.120586838,10,3,2,6
6268.7886,5.00302168,10,3,2,6
6235.7075,2.15523767,10,3,2,6
6213.847,0.735400179,10,3,2,6
6181.3423,12.92930558,10,3,2,6
6127.9165,1.583122891,10,3,2,6
6106.804,2.145999427,10,3,2,6
6096.3027,16.43388934,10,3,2,6
6008.474,10.43221638,10,3,2,6
5869.205,2578711.656,11,4,2,4
6252.204,88048.46775,9,3,2,0
6302.222,53.96611433,9,3,2,0
6241.197,15.43725065,9,3,2,0
6186.7363,308.4736683,9,3,2,1
6850.241,5.886039218,9,3,2,1
6726.755,183.3386142,9,3,2,1
6676.0825,31.12371359,9,3,2,1
6638.576,218.338062,9,3,2,1
6589.2197,1.782531313,9,3,2,1
6445.4546,210.1536633,9,3,2,1
6065.0127,10.65065474,9,3,2,1
6013.571,24.22954735,9,3,2,1
5453.846,30.09213768,10,3,2,1
6607.6426,118.7706872,10,3,2,1
6319.073,23.70664714,10,3,2,1
6296.625,115.208579,10,3,2,1
6445.4546,15.36515352,10,3,2,2
6903.602,3.836883677,10,3,2,2
6613.8057,10.75591922,10,3,2,2
6540.5903,20.11475375,10,3,2,2
6504.587,13.23863206,10,3,2,2
6498.6245,51.19840926,10,3,2,2
6416.2896,14.41942882,10,3,2,2
6410.488,2.574072838,10,3,2,2
6410.488,3.278200019,10,3,2,2
6358.744,8.555154074,10,3,2,2
6324.71,68.36625894,10,3,2,2
6319.073,12.10971015,10,3,2,2
6302.222,8.90394825,10,3,2,2
6274.3364,106.2389825,10,3,2,2
6632.3667,1.950199525,10,3,2,2
6534.562,3.687221899,10,3,2,2
6457.195,4.098857373,10,3,2,2
6451.3193,3.649921617,10,3,2,2
6416.2896,16.61845991,10,3,2,2
6398.9165,13.91936157,10,3,2,2
6285.461,45977.18345,10,3,2,2
6257.7227,3.541700877,10,3,2,2
6235.7075,77.45913891,10,3,2,2
6224.7583,1.556762421,10,3,2,2
6219.2983,0.799972151,10,3,2,2
6034.042,20.69631507,10,3,2,2
6028.9116,555.5271689,10,3,2,2
6008.474,13.44104205,10,3,2,6
7706.5215,61.49828648,10,3,2,6
6726.755,40.96043939,10,3,2,6
6669.8027,39.0868468,10,3,2,6
6613.8057,4.245035001,10,3,2,6
6607.6426,0.839359195,10,3,2,6
6564.8145,5.189167362,10,3,2,6
6564.8145,16.27224075,10,3,2,6
6528.5454,2.703632954,10,3,2,6
6528.5454,11.86513598,10,3,2,6
6522.539,5.600536698,10,3,2,6
6516.544,3.758343316,10,3,2,6
6516.544,15.63552749,10,3,2,6
6474.8857,3.96924628,10,3,2,6
6433.757,19.57105121,10,3,2,6
6422.101,3.404228834,10,3,2,6
6410.488,7.187948734,10,3,2,6
6404.6973,4.446230966,10,3,2,6
6404.6973,3.988622339,10,3,2,6
6393.147,3.729579509,10,3,2,6
6393.147,45.11537422,10,3,2,6
6381.6377,3.254029287,10,3,2,6
6375.8994,0.771539961,10,3,2,6
6358.744,3.480754942,10,3,2,6
6353.0464,2.669825552,10,3,2,6
6353.0464,1134.406264,10,3,2,6
6341.6816,327.1280027,10,3,2,6
6330.357,20.45589907,10,3,2,6
6330.357,99.19413177,10,3,2,6
6324.71,3.190719302,10,3,2,6
6324.71,1.965312421,10,3,2,6
6324.71,10.36455955,10,3,2,6
6319.073,6.777670727,10,3,2,6
6319.073,4.69879554,10,3,2,6
6319.073,8.405772855,10,3,2,6
6313.446,1.25626755,10,3,2,6
6307.8286,1.372488103,10,3,2,6
6296.625,18.62222263,10,3,2,6
6291.0376,1.872122373,10,3,2,6
6291.0376,10.45532066,10,3,2,6
6291.0376,14.15660557,10,3,2,6
6285.461,15.57691738,10,3,2,6
6279.8936,3.597134296,10,3,2,6
6279.8936,6.423260537,10,3,2,6
6279.8936,14.00214784,10,3,2,6
6274.3364,1.353392733,10,3,2,6
6274.3364,5.507109549,10,3,2,6
6268.7886,12.48253926,10,3,2,6
6268.7886,30.26182512,10,3,2,6
6268.7886,13.99384784,10,3,2,6
6263.251,981.7931578,10,3,2,6
6246.6963,43.82244827,10,3,2,6
6246.6963,2.477411754,10,3,2,6
6235.7075,0.577766913,10,3,2,6
6235.7075,2.143096294,10,3,2,6
6230.2285,1.341641853,10,3,2,6
6230.2285,3.990937275,10,3,2,6
6230.2285,7.103596012,10,3,2,6
6219.2983,11.3048227,10,3,2,6
6197.5522,7.561259972,10,3,2,6
6197.5522,3.185679821,10,3,2,6
6192.1396,1.021454205,10,3,2,6
6192.1396,7.023342106,10,3,2,6
6192.1396,3290.146121,10,3,2,6
6175.958,14.51437801,10,3,2,6
6175.958,4.272465591,10,3,2,6
6165.217,1.637713349,10,3,2,6
6165.217,13.07833134,10,3,2,6
6159.861,1.385423162,10,3,2,6
6154.5137,128.9050784,10,3,2,6
6143.847,7.26258855,10,3,2,6
6143.847,15.93590021,10,3,2,6
6133.218,9.410843274,10,3,2,6
6117.3423,12.21519968,10,3,2,6
6117.3423,26.60994663,10,3,2,6
6112.0684,0.531945248,10,3,2,6
6112.0684,9.50630025,10,3,2,6
6091.065,4.984319471,10,3,2,6
6085.837,0.905858012,10,3,2,6
6075.4067,8.18547203,10,3,2,6
6070.2056,1.165754757,10,3,2,6
6059.8286,7.789517778,10,3,2,6
6034.042,3.90876205,10,3,2,6
6028.9116,240.3486874,10,3,2,6
6018.676,0.762334934,10,3,2,6
6008.474,0.677387709,10,3,2,6
5983.122,290.7815965,10,3,2,6
5973.041,529.0874468,10,3,2,6
5957.983,11.90702721,10,3,2,6
5957.983,0.270947872,10,3,2,6
5928.0933,4.400831893,10,3,2,6
5797.2197,1507.960442,10,3,2,6
5021.2466,750.9547818,10,3,2,6
3897.746,2.397953206,10,3,2,6
6358.744,11.10735461,10,3,2,6
6393.147,5.543792977,10,3,2,6
6784.6885,5.992251148,10,3,2,6
6937.377,11.85094389,10,3,2,2
6224.7583,78.65350488,10,3,2,2
6091.065,38.77502412,10,3,2,2
5962.994,3.338046999,10,3,2,6
6307.8286,26.83719971,10,3,2,2
6070.2056,6.838534529,10,3,2,6
6028.9116,1.651652863,10,3,2,2
6013.571,46.62138798,10,3,2,6
5933.054,20.19380149,10,3,2,2
5878.938,150.1736876,10,3,2,6
5835.3906,7.118402119,10,3,2,2
5783.0337,9.028221755,10,3,2,2
6492.674,4.482087245,10,3,2,6
6330.357,3.036713361,10,3,2,6
6263.251,1.304216339,10,3,2,6
6257.7227,1.429876192,10,3,2,6
6246.6963,0.955232779,10,3,2,6
6202.9746,1.192517941,10,3,2,6
6197.5522,1.928935363,10,3,2,6
6192.1396,4.871205431,10,3,2,6
6181.3423,10.94582533,10,3,2,6
6165.217,0.968407117,10,3,2,6
6143.847,2.378964231,10,3,2,6
6133.218,9.109726523,10,3,2,6
6127.9165,188.1143748,10,3,2,6
6091.065,14.24551174,10,3,2,6
6091.065,2.712179198,10,3,2,6
6091.065,2.542976007,10,3,2,6
6085.837,7.461537729,10,3,2,6
6070.2056,30.32389482,10,3,2,6
6070.2056,0.90754395,10,3,2,6
6034.042,16.77039778,10,3,2,6
6023.789,1.437291683,10,3,2,6
6013.571,0.594770205,10,3,2,6
6003.387,14.60517245,10,3,2,6
5968.0137,8.429187566,10,3,2,6
5968.0137,16.63286283,10,3,2,6
5957.983,6.190389681,10,3,2,6
5952.981,46.70571961,10,3,2,6
5947.9863,4.324621738,10,3,2,6
5928.0933,2.303018016,10,3,2,6
5918.1973,2.212815136,10,3,2,6
5908.333,1.616394719,10,3,2,6
5908.333,17.8806177,10,3,2,6
5888.704,2.120063497,10,3,2,6
5864.3506,7.790947901,10,3,2,6
5845.012,4.722862049,10,3,2,6
5821.0176,2.873974132,10,3,2,6
5783.0337,25.09848818,10,3,2,6
5773.615,38.09343889,10,3,2,6
5768.9175,23.72657659,10,3,2,6
5759.5454,2.101355948,10,3,2,6
5717.7417,78.90880489,10,3,2,6
5699.357,1.16594161,10,3,2,6
5676.541,5.429961161,10,3,2,6
5662.939,0.321313865,10,3,2,6
5635.93,2.427856126,10,3,2,6
3731.579,3.532963205,10,3,2,6
5888.704,7174084.92,11,4,2,5
4862.826,274.9381583,9,3,2,0
6159.861,85.29134894,9,3,2,0
5993.2373,5.747626754,9,3,2,1
6733.1436,76.09328117,9,3,2,1
6445.4546,55.25721503,9,3,2,1
6054.6543,71.9521827,10,3,2,1
6486.7334,3.785533791,10,3,2,2
6381.6377,1.197814139,10,3,2,1
6358.744,12.48343257,10,3,2,2
6601.4897,10.3600116,10,3,2,2
6583.101,18.64635667,10,3,2,2
6235.7075,16.60565905,10,3,2,2
6085.837,20.47698511,10,3,2,2
6054.6543,5.986743218,10,3,2,2
6039.182,21.8566145,10,3,2,2
6028.9116,54.42179111,10,3,2,2
6013.571,5.141324922,10,3,2,2
6552.68,18.06403204,10,3,2,2
6268.7886,33.23587529,10,3,2,6
6745.956,1.800820177,10,3,2,2
6451.3193,8.111466726,10,3,2,6
6445.4546,6.609232595,10,3,2,2
6375.8994,7.230375827,10,3,2,6
6307.8286,33.26006839,10,3,2,2
6235.7075,34.78941023,10,3,2,6
6202.9746,3.085578305,10,3,2,2
6202.9746,12.06548525,10,3,2,6
6159.861,3.903023857,10,3,2,2
6122.6255,4.223495056,10,3,2,6
6112.0684,25.19860838,10,3,2,2
6080.6177,1.089568959,10,3,2,6
6080.6177,32.16971917,10,3,2,2
6070.2056,10.87931943,10,3,2,6
6018.676,83.49480576,10,3,2,2
5993.2373,13.8004362,10,3,2,2
5947.9863,13.8564714,10,3,2,6
5883.8174,98.4715165,10,3,2,2
6576.994,10.7479878,10,3,2,6
6552.68,1.490416821,10,3,2,2
5947.9863,3.616233511,10,3,2,6
6752.3804,322.4669061,10,3,2,6
6552.68,1.877609705,10,3,2,6
6516.544,4.833152858,10,3,2,6
6451.3193,3.823232319,10,3,2,6
6410.488,4.980650027,10,3,2,6
6387.387,6.478584883,10,3,2,6
6381.6377,13.09756377,10,3,2,6
6375.8994,20.88205464,10,3,2,6
6347.3584,138.1927058,10,3,2,6
6330.357,4.874123489,10,3,2,6
6330.357,3.928658097,10,3,2,6
6330.357,6.040594199,10,3,2,6
6319.073,38.14670829,10,3,2,6
6319.073,236.2909214,10,3,2,6
6313.446,4.829262854,10,3,2,6
6313.446,26.48803386,10,3,2,6
6302.222,3.824973994,10,3,2,6
6296.625,1.150464858,10,3,2,6
6291.0376,60.9526865,10,3,2,6
6279.8936,2.003907741,10,3,2,6
6263.251,101.1728071,10,3,2,6
6252.204,6.965507961,10,3,2,6
6246.6963,1.234243078,10,3,2,6
6246.6963,14.5762843,10,3,2,6
6241.197,33.65197098,10,3,2,6
6235.7075,20.55655885,10,3,2,6
6235.7075,1.674736199,10,3,2,6
6235.7075,4.067655536,10,3,2,6
6230.2285,2.614317501,10,3,2,6
6219.2983,1.077251745,10,3,2,6
6213.847,1.305230564,10,3,2,6
6213.847,1.620550142,10,3,2,6
6213.847,4.478512375,10,3,2,6
6208.4067,3.232751606,10,3,2,6
6208.4067,13.84724882,10,3,2,6
6202.9746,2.929723816,10,3,2,6
6202.9746,1.041189309,10,3,2,6
6197.5522,6.54665197,10,3,2,6
6197.5522,2.068399723,10,3,2,6
6197.5522,20.86420527,10,3,2,6
6192.1396,3.042235973,10,3,2,6
6192.1396,6.079900005,10,3,2,6
6181.3423,0.884787848,10,3,2,6
6181.3423,74.94862959,10,3,2,6
6175.958,108.9077512,10,3,2,6
6175.958,0.627495046,10,3,2,6
6175.958,1.512581039,10,3,2,6
6175.958,42.70945475,10,3,2,6
6165.217,6.177180909,10,3,2,6
6165.217,7.038340287,10,3,2,6
6159.861,15.39464051,10,3,2,6
6149.1763,4.153408352,10,3,2,6
6149.1763,6.993227626,10,3,2,6
6149.1763,2.08971494,10,3,2,6
6143.847,0.63603347,10,3,2,6
6143.847,5.821464585,10,3,2,6
6138.5283,2.758567481,10,3,2,6
6138.5283,2.742849495,10,3,2,6
6138.5283,1.474363201,10,3,2,6
6133.218,10.09576968,10,3,2,6
6133.218,6.383499386,10,3,2,6
6127.9165,5.189364192,10,3,2,6
6122.6255,2268.020645,10,3,2,6
6117.3423,2.663845772,10,3,2,6
6117.3423,6.327770506,10,3,2,6
6117.3423,21.40907461,10,3,2,6
6117.3423,13.18977455,10,3,2,6
6112.0684,16.04218129,10,3,2,6
6112.0684,9.68081653,10,3,2,6
6112.0684,2.63289228,10,3,2,6
6112.0684,20.4668412,10,3,2,6
6106.804,45.21322604,10,3,2,6
6101.549,1.841379806,10,3,2,6
6101.549,79.72282378,10,3,2,6
6096.3027,1.954623537,10,3,2,6
6096.3027,3.369033815,10,3,2,6
6096.3027,0.214391446,10,3,2,6
6096.3027,17.96029292,10,3,2,6
6085.837,2.136903625,10,3,2,6
6085.837,48.20603827,10,3,2,6
6080.6177,17.24892448,10,3,2,6
6080.6177,8.885114757,10,3,2,6
6080.6177,0.845763751,10,3,2,6
6080.6177,7.819834212,10,3,2,6
6075.4067,1.092084869,10,3,2,6
6075.4067,19.4102239,10,3,2,6
6070.2056,1.307473814,10,3,2,6
6070.2056,3.654739038,10,3,2,6
6059.8286,2.22959175,10,3,2,6
6059.8286,1.354911404,10,3,2,6
6059.8286,2.095320272,10,3,2,6
6054.6543,12.32834645,10,3,2,6
6049.488,19.19127882,10,3,2,6
6044.33,2.650883557,10,3,2,6
6044.33,1.29792746,10,3,2,6
6028.9116,2.34877543,10,3,2,6
6028.9116,3.600781519,10,3,2,6
6028.9116,0.64939334,10,3,2,6
6028.9116,7.570125455,10,3,2,6
6018.676,4.158037925,10,3,2,6
6013.571,13.19318525,10,3,2,6
6008.474,0.983254424,10,3,2,6
6008.474,18.65324043,10,3,2,6
5998.3076,878.0653465,10,3,2,6
5993.2373,7.8151088,10,3,2,6
5993.2373,1.375468537,10,3,2,6
5993.2373,0.721370991,10,3,2,6
5993.2373,1.650011593,10,3,2,6
5983.122,4.514431169,10,3,2,6
5952.981,11.06874472,10,3,2,6
5952.981,0.994436977,10,3,2,6
5952.981,6.634867279,10,3,2,6
5952.981,1.634650349,10,3,2,6
5952.981,5.365446147,10,3,2,6
5952.981,0.951321967,10,3,2,6
5952.981,76.6707881,10,3,2,6
5943.0005,0.903791332,10,3,2,6
5943.0005,7.319690416,10,3,2,6
5933.054,4.138997635,10,3,2,6
5918.1973,11.21854349,10,3,2,6
5918.1973,0.956674862,10,3,2,6
5918.1973,2.023072306,10,3,2,6
5918.1973,8.079839392,10,3,2,6
5913.261,2.70456569,10,3,2,6
5908.333,15.79463177,10,3,2,6
5908.333,1.495612391,10,3,2,6
5908.333,0.839933633,10,3,2,6
5903.414,25.31480968,10,3,2,6
5898.5024,1.53106425,10,3,2,6
5893.599,9.469987732,10,3,2,6
5883.8174,0.263530392,10,3,2,6
5883.8174,16.74065924,10,3,2,6
5878.938,11.35665113,10,3,2,6
5878.938,1.993698095,10,3,2,6
5874.068,32.79468765,10,3,2,6
5864.3506,100.1624778,10,3,2,6
5849.835,66.41058321,10,3,2,6
5825.8013,5.928360034,10,3,2,6
5816.242,1.602599821,10,3,2,6
5811.475,0.365212112,10,3,2,6
5797.2197,17.39532116,10,3,2,6
5759.5454,351.3569545,10,3,2,6
5740.8906,410.7315822,10,3,2,6
5573.899,1281.208769,10,3,2,6
3771.2766,9.574186534,10,3,2,6
5968.0137,1.547581603,10,3,2,6
4328.449,48998.39668,9,3,2,0
4417.4453,27.22684429,9,3,2,0
6219.2983,15.30615218,10,3,2,2
6235.7075,489.9728893,10,3,2,2
6059.8286,6.383712489,10,3,2,2
6274.3364,20.28364644,10,3,2,6
6341.6816,7.300407192,10,3,2,6
6291.0376,7.402243616,10,3,2,6
6241.197,782447.4543,10,3,2,6
6023.789,6.340886116,10,3,2,6
6023.789,8.927000046,10,3,2,6
6023.789,0.886584852,10,3,2,6
6018.676,40.16196398,10,3,2,6
5998.3076,0.483262992,10,3,2,6
5908.333,3.593411134,10,3,2,6
6427.9233,2.003974365,10,3,2,2
6246.6963,3.464498971,10,3,2,6
6070.2056,0.283517318,10,3,2,2
5783.0337,2.614874847,10,3,2,6
6486.7334,6.271752715,10,3,2,6
6133.218,1.380372002,10,3,2,6
6080.6177,7.787091953,10,3,2,6
6013.571,0.772496514,10,3,2,6
5928.0933,1.022647269,10,3,2,6
5878.938,17.81799471,10,3,2,6
5869.205,1.166351289,10,3,2,6
5869.205,4.256565986,10,3,2,6
5859.504,10.27065577,10,3,2,6
5845.012,386.8364566,10,3,2,6
5830.592,5.110078029,10,3,2,6
5821.0176,24.75551814,10,3,2,6
5787.755,19.54977315,10,3,2,6
5736.2456,16.94850444,10,3,2,6
5699.357,26.24628232,10,3,2,6
5676.541,0.561550699,10,3,2,6
5600.316,3.204508856,10,3,2,6
5600.316,1.792519636,10,3,2,6
5582.6772,303.0139604,10,3,2,6
5428.79,30.24377892,10,3,2,6
5194.139,20873.65773,11,4,2,3
3654.6392,50968.66664,11,4,2,4
4574.194,127089.8163,9,3,2,5
5251.8516,42.33301459,9,3,2,1
6101.549,39.24577884,9,3,2,1
6075.4067,11.45053059,9,3,2,1
6003.387,70.17373763,10,3,2,1
6080.6177,48.75133721,10,3,2,2
5806.716,459.611128,9,3,2,1
6341.6816,82934.6965,9,3,2,0
5232.472,3.158582896,10,3,2,2
6341.6816,8.676158013,10,3,2,2
6213.847,7.280540916,10,3,2,2
6208.4067,16.77682382,10,3,2,2
6091.065,1.850421317,10,3,2,2
6044.33,4.840014347,10,3,2,2
6034.042,16.91154948,10,3,2,2
5988.176,14.90848922,10,3,2,2
5968.0137,1.73782602,10,3,2,2
5962.994,10.30274478,10,3,2,2
5903.414,43.74984436,10,3,2,2
5854.6655,13.58569585,10,3,2,2
5759.5454,31.5288758,10,3,2,2
5717.7417,3293.621296,10,3,2,2
5604.7427,0.377446593,10,3,2,2
5578.2847,3.965324357,10,3,2,2
6279.8936,1.758963834,10,3,2,6
6197.5522,18.38050738,10,3,2,2
6181.3423,3.243275953,10,3,2,6
6165.217,37.06022424,10,3,2,2
6149.1763,11.03336453,10,3,2,6
6133.218,3.909193515,10,3,2,2
6117.3423,13.74006815,10,3,2,6
6070.2056,11.43480995,10,3,2,2
6054.6543,1.832971738,10,3,2,2
6018.676,58.35688679,10,3,2,6
6008.474,2.125589166,10,3,2,2
5998.3076,7.389608859,10,3,2,6
5993.2373,32.2360793,10,3,2,2
5978.0776,14.42985694,10,3,2,6
5952.981,53.13816566,10,3,2,2
5943.0005,6.093038885,10,3,2,6
5928.0933,8.455428401,10,3,2,2
5908.333,9.138317448,10,3,2,6
5840.1978,9.992073595,10,3,2,2
5811.475,0.422427912,10,3,2,6
5768.9175,4.383258107,10,3,2,2
6224.7583,1.573370853,10,3,2,6
5898.5024,3.010536498,10,3,2,6
6504.587,0.707145632,10,3,2,6
6370.1704,466.8819926,10,3,2,6
6279.8936,1.348558122,10,3,2,6
6252.204,1.137889704,10,3,2,6
6224.7583,6.673590622,10,3,2,6
6224.7583,1.104086493,10,3,2,6
6202.9746,0.897010198,10,3,2,6
6202.9746,1.273898604,10,3,2,6
6175.958,10.09078177,10,3,2,6
6175.958,4.054799179,10,3,2,6
6170.583,3.985339075,10,3,2,6
6154.5137,2.015366062,10,3,2,6
6149.1763,11.95693551,10,3,2,6
6138.5283,0.566786694,10,3,2,6
6138.5283,0.790951514,10,3,2,6
6133.218,0.823363208,10,3,2,6
6106.804,6.614643538,10,3,2,6
6096.3027,0.334003019,10,3,2,6
6091.065,19.25242164,10,3,2,6
6080.6177,34.3405465,10,3,2,6
6080.6177,7.243978283,10,3,2,6
6080.6177,0.053819323,10,3,2,6
6080.6177,0.731927003,10,3,2,6
6075.4067,2.680562439,10,3,2,6
6070.2056,0.85458017,10,3,2,6
6070.2056,2.699871736,10,3,2,6
6070.2056,17.09286681,10,3,2,6
6065.0127,2.758567481,10,3,2,6
6059.8286,5.206026249,10,3,2,6
6049.488,17.61202423,10,3,2,6
6044.33,6.632137595,10,3,2,6
6044.33,1.535052105,10,3,2,6
6044.33,2.154207118,10,3,2,6
6039.182,2.329621316,10,3,2,6
6034.042,3.471747714,10,3,2,6
6034.042,6.17875055,10,3,2,6
6023.789,6.188010824,10,3,2,6
6018.676,2.33856891,10,3,2,6
6008.474,1.717218044,10,3,2,6
6008.474,1.76395063,10,3,2,6
6003.387,3.558536621,10,3,2,6
6003.387,1.040650919,10,3,2,6
6003.387,2.957979817,10,3,2,6
6003.387,20.3457603,10,3,2,6
5998.3076,2.478731435,10,3,2,6
5998.3076,1.913655455,10,3,2,6
5993.2373,1.877616033,10,3,2,6
5993.2373,0.782069485,10,3,2,6
5993.2373,1.227171431,10,3,2,6
5993.2373,2.894357417,10,3,2,6
5988.176,2.059983384,10,3,2,6
5988.176,1.466466155,10,3,2,6
5983.122,0.469088014,10,3,2,6
5983.122,2.575742227,10,3,2,6
5983.122,2.609795173,10,3,2,6
5983.122,1.244336685,10,3,2,6
5978.0776,4.891505067,10,3,2,6
5968.0137,0.836676798,10,3,2,6
5968.0137,1.148761734,10,3,2,6
5968.0137,5.485706114,10,3,2,6
5962.994,5.367260791,10,3,2,6
5962.994,11.5733075,10,3,2,6
5957.983,5.912298561,10,3,2,6
5957.983,3.856815191,10,3,2,6
5957.983,1.130250428,10,3,2,6
5957.983,2.881396593,10,3,2,6
5957.983,3.983329929,10,3,2,6
5957.983,1.046776133,10,3,2,6
5952.981,2.929809797,10,3,2,6
5952.981,1.075357395,10,3,2,6
5952.981,4.337007931,10,3,2,6
5943.0005,1.273452821,10,3,2,6
5943.0005,16.22250405,10,3,2,6
5938.0234,1.174442645,10,3,2,6
5938.0234,38.50427269,10,3,2,6
5933.054,1.070123184,10,3,2,6
5933.054,30.58069213,10,3,2,6
5928.0933,2.243771003,10,3,2,6
5928.0933,1.150346514,10,3,2,6
5928.0933,3.175429901,10,3,2,6
5928.0933,1.301872576,10,3,2,6
5928.0933,4.156325133,10,3,2,6
5918.1973,3.706971661,10,3,2,6
5918.1973,14.710269,10,3,2,6
5908.333,5.017829016,10,3,2,6
5903.414,1.537903989,10,3,2,6
5903.414,1.212280742,10,3,2,6
5903.414,3.259621005,10,3,2,6
5903.414,7.192756048,10,3,2,6
5898.5024,20.20881837,10,3,2,6
5893.599,6.057525184,10,3,2,6
5893.599,2.331412403,10,3,2,6
5893.599,2.511807922,10,3,2,6
5893.599,5.214490848,10,3,2,6
5883.8174,4.586305133,10,3,2,6
5883.8174,81.57840317,10,3,2,6
5878.938,1.540871547,10,3,2,6
5874.068,283.6940991,10,3,2,6
5869.205,6.6411467,10,3,2,6
5869.205,1.312528999,10,3,2,6
5869.205,0.987638966,10,3,2,6
5869.205,4.938129676,10,3,2,6
5864.3506,8.337028905,10,3,2,6
5859.504,1.250507406,10,3,2,6
5859.504,11.45866339,10,3,2,6
5854.6655,2.400106092,10,3,2,6
5854.6655,1.212664015,10,3,2,6
5854.6655,2.578833971,10,3,2,6
5854.6655,2.36985457,10,3,2,6
5854.6655,6.872115643,10,3,2,6
5845.012,8.855041786,10,3,2,6
5845.012,1.211538713,10,3,2,6
5840.1978,12.40908789,10,3,2,6
5840.1978,1.007839623,10,3,2,6
5835.3906,0.411718746,10,3,2,6
5835.3906,0.593021786,10,3,2,6
5830.592,20.26642491,10,3,2,6
5825.8013,3.782456462,10,3,2,6
5821.0176,8.99711953,10,3,2,6
5816.242,8.377498019,10,3,2,6
5816.242,1.621861364,10,3,2,6
5816.242,0.328517812,10,3,2,6
5816.242,0.805257656,10,3,2,6
5811.475,3.471712225,10,3,2,6
5811.475,2.445663716,10,3,2,6
5811.475,2.020375678,10,3,2,6
5811.475,1.603968918,10,3,2,6
5806.716,1.212764695,10,3,2,6
5806.716,63.59263111,10,3,2,6
5801.964,3.129130898,10,3,2,6
5801.964,1.9983805,10,3,2,6
5801.964,57.45303852,10,3,2,6
5797.2197,3.421357203,10,3,2,6
5797.2197,5.57751647,10,3,2,6
5797.2197,0.365950928,10,3,2,6
5797.2197,1.591302774,10,3,2,6
5792.484,4.016736235,10,3,2,6
5787.755,2.183302144,10,3,2,6
5783.0337,9.536615649,10,3,2,6
5783.0337,22.44101519,10,3,2,6
5773.615,5.971546294,10,3,2,6
5773.615,3.351617486,10,3,2,6
5773.615,6.606274133,10,3,2,6
5773.615,3.067288698,10,3,2,6
5773.615,2.000766731,10,3,2,6
5773.615,1.548520254,10,3,2,6
5768.9175,7.784616585,10,3,2,6
5764.2275,6.407875438,10,3,2,6
5759.5454,2.258727658,10,3,2,6
5759.5454,2.158950005,10,3,2,6
5750.2026,2.631646555,10,3,2,6
5750.2026,2.461249533,10,3,2,6
5750.2026,3.015944635,10,3,2,6
5750.2026,1.900275746,10,3,2,6
5750.2026,0.823363208,10,3,2,6
5745.543,12.60577257,10,3,2,6
5740.8906,0.866825824,10,3,2,6
5736.2456,11.40183262,10,3,2,6
5726.979,1.158800151,10,3,2,6
5726.979,0.840644647,10,3,2,6
5717.7417,1.699022342,10,3,2,6
5717.7417,1.778894895,10,3,2,6
5713.1343,10.40722979,10,3,2,6
5713.1343,5.107731376,10,3,2,6
5708.534,12.3774195,10,3,2,6
5703.942,2.686742178,10,3,2,6
5699.357,0.221360185,10,3,2,6
5694.7793,2.392443434,10,3,2,6
5690.2085,1.326503109,10,3,2,6
5681.09,2.90130779,10,3,2,6
5676.541,2.774253183,10,3,2,6
5672,0.643366074,10,3,2,6
5672,2.9798718,10,3,2,6
5667.466,202.6364362,10,3,2,6
5662.939,4.327439033,10,3,2,6
5640.414,58.55993193,10,3,2,6
5622.5215,6.283947096,10,3,2,6
5600.316,8.324426195,10,3,2,6
5543.393,0.596669318,10,3,2,6
5543.393,2018.082563,10,3,2,6
5453.846,88.31309073,10,3,2,6
6230.2285,4.79092471,10,3,2,6
6096.3027,25.96316703,10,3,2,6
6112.0684,0.355984356,10,3,2,6
6065.0127,226.1881596,10,3,2,2
5913.261,4.826710963,10,3,2,2
5811.475,0.289351146,10,3,2,6
6302.222,3.597061157,10,3,2,6
5874.068,14.9764194,10,3,2,6
5835.3906,0.497525367,10,3,2,6
5806.716,0.614534555,10,3,2,6
5783.0337,9.326736426,10,3,2,6
5759.5454,0.949530111,10,3,2,6
