Temp(K),Mass(sun=1),Type_Encoded,end_Type_Encoded,Spec_Encoded,MMK_Encoded
9581.081,17382.4277,1,0,1,1
13129.629,339242.606,1,0,1,2
13009.174,36869.28989,1,0,1,6
12593.25,181510580.1,1,0,1,6
7534.5376,454.4778662,1,0,1,6
8341.176,117055967.3,2,1,1,3
5496.124,838.0719097,2,1,1,5
5957.983,90692.58773,2,1,1,5
10503.703,380.5873137,0,3,1,0
8149.4253,55.24207675,0,3,1,0
5635.93,517240.1199,0,3,1,0
7183.3843,118361721.2,0,3,1,1
7731.7334,1132.961034,1,0,1,2
6070.2056,589661.4028,1,0,1,6
12098.976,223546.0281,1,0,1,6
10172.166,56815.89692,1,0,1,6
7190.669,6367.821206,1,0,1,6
9440.745,801.8818258,1,0,1,6
7877.7773,139.163979,1,0,1,6
8331.375,129386.099,2,1,1,4
10566.319,9103.371408,1,0,1,2
12351.916,191210.8463,1,0,1,6
11528.455,1140.204989,1,0,1,6
10441.826,3063213.514,1,0,1,6
5496.124,616.7631232,1,0,1,6
10519.287,92500.70688,2,1,1,5
8818.408,829.4093535,0,3,1,1
7264.3438,13502736.86,0,3,1,1
7234.694,13868.37207,0,3,1,1
6707.663,5773.658783,0,3,1,1
5672,31296.07241,0,3,1,1
9243.807,124202.8047,1,0,1,2
13530.533,58582.96282,1,0,1,2
13377.357,198663.2869,1,0,1,2
7212.6143,725.2457568,1,0,1,2
10172.166,212123.1793,1,0,1,2
10661.653,197587.9544,1,0,1,6
11738.41,9927.762637,1,0,1,6
11362.18,6853.094723,1,0,1,6
7558.6353,1860.115746,1,0,1,6
5787.755,1088.766855,1,0,1,6
9792.817,142842.0877,1,0,1,6
11398.713,1345768.65,2,1,1,3
6739.5435,54427.09441,2,1,1,3
6023.789,135890.759,2,1,1,3
5306.886,17.8383707,2,1,1,3
10056.737,115677.3587,2,1,1,5
5740.8906,497.8586805,0,3,1,0
7623.656,1336.687268,0,3,1,0
4790.5405,4159.863247,0,3,1,1
9594.046,1759.93526,1,0,1,6
11956.154,1581.836552,1,0,1,6
11236.133,6730.017451,1,0,1,6
11095.461,24739.07275,1,0,1,6
9516.778,6150.608333,1,0,1,6
9292.268,215.9818956,1,0,1,6
8997.461,369.2034668,1,0,1,6
6387.387,163053.3841,1,0,1,6
12615.657,15207.65238,1,0,1,2
9008.894,1098.302804,1,0,1,6
12774.774,5472.45426,1,0,1,6
4909.972,4585.035159,2,1,1,5
6817.308,247.7745469,0,3,1,0
5479.1343,9662.440574,0,3,1,0
8273.046,1329.497173,0,3,1,1
12526.501,153352.9234,0,3,1,1
10890.937,3616.998386,0,3,1,1
10457.227,105826.4386,1,0,1,2
11622.95,456.4917081,1,0,1,6
11936.026,54635.68947,1,0,1,6
11876.047,2299.638714,1,0,1,6
11856.187,6219.405734,1,0,1,6
8862.5,44252.40162,1,0,1,6
12140.411,8651.133232,1,0,1,6
11680.395,387050.7752,1,0,1,6
9267.974,166951.2937,2,1,1,3
5171.4077,130429.0295,2,1,1,5
6263.251,772.6685232,1,0,1,1
11584.967,416.5306293,1,0,1,1
5962.994,739.5085854,1,0,1,6
11547.23,2623.351647,1,0,1,6
11435.483,3767.973215,1,0,1,6
6638.576,3709.671935,1,0,1,6
11797.005,8236.436022,0,3,1,0
9672.578,4927.915877,0,3,1,1
11398.713,14818.26857,0,3,1,1
11060.842,100296.7848,0,3,1,1
9685.792,668.6856754,0,3,1,1
7808.37,718.9601435,0,3,1,1
5086.083,1918.18447,1,0,1,1
11976.352,14096.19552,1,0,1,1
11344,5206.970931,0,3,1,1
11491.085,64853.72995,0,3,1,1
12526.501,221.7746165,1,0,1,2
10975.231,200.1920901,1,0,1,2
9183.9375,1950.518438,1,0,1,6
11398.713,543.1992321,1,0,1,6
8862.5,117047.2929,1,0,1,6
8753.086,24.98344972,1,0,1,6
8753.086,3474.094296,1,0,1,6
8187.0664,159.1379371,1,0,1,6
11307.814,1144.017384,1,0,1,6
11095.461,65026.61573,1,0,1,6
11078.124,212.6995938,1,0,1,6
10709.969,1505908.452,2,1,1,4
8656.898,4269632.539,2,1,1,5
5943.0005,97868.63129,2,1,1,5
4464.7354,226413257.5,0,3,1,0
11642.035,3381.405586,0,3,1,0
8952.02,131.3016581,0,3,1,0
8244.186,227.0947006,0,3,1,0
7966.2915,13315.62363,0,3,1,0
6091.065,3157.930334,0,3,1,1
11435.483,22340.36952,0,3,1,1
11147.798,916.0344813,0,3,1,1
11112.853,9255.928302,0,3,1,1
10958.269,26616.31434,0,3,1,1
10924.498,20209.7044,0,3,1,1
10874.233,16780.22813,0,3,1,1
10840.978,3787.825374,0,3,1,1
10350.365,32652.018,0,3,1,1
10230.88,110.0384947,0,3,1,1
8646.341,17604.86646,0,3,1,1
8635.81,969.1480631,0,3,1,1
8056.8184,135.8979797,0,3,1,1
7984.2344,1309.45326,0,3,1,1
10907.691,14462.02247,0,3,1,1
9985.915,3796.703006,0,3,1,1
10216.139,354.158511,0,3,1,1
12351.916,537.0178281,1,0,1,6
11719.008,13974.45743,1,0,1,6
11528.455,188.9831733,1,0,1,6
11509.739,650.7865625,1,0,1,6
11165.354,295.6626075,1,0,1,6
11060.842,2647.3933,1,0,1,6
10975.231,4431.227137,1,0,1,6
10645.6455,2188.923925,1,0,1,6
10114.122,546.1473111,1,0,1,6
8907.035,142.9117236,1,0,1,6
8646.341,448.2401985,1,0,1,6
8542.168,25642.61351,1,0,1,6
8440.476,447.7835622,1,0,1,6
8341.176,36.59055139,1,0,1,6
8140.0684,2008.024243,1,0,1,6
7930.6484,316.9203834,1,0,1,6
7393.1177,71.95537126,1,0,1,6
7309.2783,8361.748745,1,0,1,6
6154.5137,289494.3831,1,0,1,6
3392.3442,2227.157556,1,0,1,6
11398.713,252202.0959,0,3,1,1
10365.497,10589.66005,0,3,1,1
9902.234,548.4799998,0,3,1,1
10791.477,18480.67237,1,0,1,2
9160.206,877.5054009,1,0,1,6
10613.771,1025.659312,1,0,1,6
10472.673,121.2997997,1,0,1,6
10411.159,439.6570369,1,0,1,6
10186.781,118.8032034,1,0,1,6
10042.492,16055.68695,1,0,1,6
9207.792,764.6365428,1,0,1,6
9985.915,1297.39683,1,0,1,2
9957.865,475.8337735,1,0,1,6
9195.85,2237753.04,2,1,1,4
5024.805,2421.029867,0,3,1,1
11271.86,594.5644694,0,3,1,1
10566.319,28467.51738,0,3,1,1
10172.166,14763.53805,0,3,1,1
9739.011,453.7921376,0,3,1,1
9078.1045,99.70637902,0,3,1,1
8400.474,90301.4978,0,3,1,1
8065.984,0.861833002,0,3,1,1
7354.7715,4117.926484,0,3,1,1
9888.424,27430.74863,0,3,1,1
10457.227,1949.834367,0,3,1,1
10426.471,529.4965949,1,0,1,2
10941.358,393.0146269,1,0,1,2
10857.58,821.168686,1,0,1,2
10742.424,1810.34573,1,0,1,2
10677.71,2954.065179,1,0,1,2
10099.715,94.74422292,1,0,1,2
8075.1704,2090.458395,1,0,1,2
7984.2344,7594.532971,1,0,1,2
7816.9785,20.77088662,1,0,1,2
7706.5215,66.81617917,1,0,1,2
10260.491,539.9372535,1,0,1,2
10534.918,122.4733624,1,0,1,2
10726.172,24664.74355,1,0,1,2
10275.361,306.4719298,1,0,1,6
11147.798,434.2957817,1,0,1,6
11043.613,1415.082944,1,0,1,6
10890.937,359.7221807,1,0,1,6
10807.927,108.082245,1,0,1,6
10807.927,2458.037183,1,0,1,6
10775.075,55.58407532,1,0,1,6
10742.424,346.2436682,1,0,1,6
10742.424,1695.996128,1,0,1,6
10709.969,495.1496465,1,0,1,6
10693.815,266.2626733,1,0,1,6
10693.815,612.3792432,1,0,1,6
10613.771,1049.436189,1,0,1,6
10582.089,198.2838308,1,0,1,6
10550.595,305.8466041,1,0,1,6
10519.287,127.3631897,1,0,1,6
10275.361,389.1147322,1,0,1,6
10157.593,700.7634457,1,0,1,6
9916.083,73.95670049,1,0,1,6
9860.917,247.6908428,1,0,1,6
9806.361,3980.013388,1,0,1,6
9739.011,419.4910804,1,0,1,6
9607.046,1199.559896,1,0,1,6
9607.046,2475.011573,1,0,1,6
9568.15,644.6613266,1,0,1,6
9219.766,540.6521508,1,0,1,6
9066.496,5.318905289,1,0,1,6
8818.408,602.8465587,1,0,1,6
8440.476,48.77859549,1,0,1,6
8102.857,27.90499048,1,0,1,6
7706.5215,12.69929847,1,0,1,6
7518.5576,25.06170582,1,0,1,6
7234.694,89.33241395,1,0,1,6
6817.308,6800.542311,1,0,1,6
7975.2524,1057.709363,1,0,1,6
10488.166,17.6431645,10,3,2,2
6663.5337,12.82502327,10,3,2,6
6013.571,11.4648999,10,3,2,2
5978.0776,3610.270098,10,3,2,6
7279.2607,18.70082946,10,3,2,6
6313.446,2.233279833,10,3,2,6
6296.625,1.434277908,10,3,2,6
6230.2285,10.36573581,10,3,2,1
5893.599,2820915.461,11,4,2,3
5053.4565,70014.85584,11,4,2,3
4406.464,39555.51122,11,4,2,4
5403.9634,15.05670311,9,3,2,0
6065.0127,83384.80107,9,3,2,0
5754.8696,30.98780819,9,3,2,0
6765.2666,24.31709033,9,3,2,0
6347.3584,176.0470139,9,3,2,1
6992.11,181.34653,9,3,2,1
6837.0293,79.1329605,9,3,2,1
6797.699,23.24009691,9,3,2,1
6784.6885,21.10398648,9,3,2,1
6701.3228,85.89801766,9,3,2,1
6657.277,30.85545271,9,3,2,1
6589.2197,43.23037402,9,3,2,1
6558.741,82.71257882,9,3,2,1
6546.6294,217.7698114,9,3,2,1
6546.6294,2.435388322,9,3,2,1
6427.9233,474.2317224,9,3,2,1
6381.6377,6207378.945,9,3,2,1
6291.0376,80.43816483,9,3,2,1
6133.218,17.76777051,9,3,2,1
5943.0005,49.65941082,10,3,2,1
6856.866,11.85851501,10,3,2,1
6632.3667,18.80113298,10,3,2,1
5811.475,6.430206428,10,3,2,1
6726.755,21.81940677,10,3,2,2
7242.0835,0.766923358,10,3,2,2
6999.0127,11.58882368,10,3,2,2
6890.1846,219.1602216,10,3,2,2
6876.8184,62.43616157,10,3,2,2
6870.155,28.07528589,10,3,2,2
6863.5044,39.29462367,10,3,2,2
6856.866,19.81412114,10,3,2,2
6797.699,4.011077545,10,3,2,2
6745.956,9.029984525,10,3,2,2
6688.6787,9.834285999,10,3,2,2
6676.0825,10.54896295,10,3,2,2
6638.576,4.539534994,10,3,2,2
6552.68,2.979858792,10,3,2,2
6492.674,14.52430184,10,3,2,2
6175.958,10.95267407,10,3,2,2
5869.205,23.31565351,10,3,2,2
6890.1846,6.668032097,10,3,2,2
6870.155,13.92986365,10,3,2,2
6837.0293,5.882384861,10,3,2,2
6644.7983,38.37083834,10,3,2,2
6613.8057,6.443889057,10,3,2,2
6589.2197,15.100976,10,3,2,2
6540.5903,2.232164948,10,3,2,2
6445.4546,2.167873395,10,3,2,2
6398.9165,27.40259946,10,3,2,2
7068.7935,21.99568067,10,3,2,6
7424.0835,5.660848279,10,3,2,6
7400.8345,267.5761163,10,3,2,6
7301.7505,247.5330957,10,3,2,6
7234.694,6534.463938,10,3,2,6
7227.3184,34.42591204,10,3,2,6
7090,2.517788441,10,3,2,6
7026.759,40.45264636,10,3,2,6
7019.8022,116.3368796,10,3,2,6
7019.8022,35.85180339,10,3,2,6
6964.6367,137.422212,10,3,2,6
6876.8184,10.62177859,10,3,2,6
6870.155,9.607334541,10,3,2,6
6856.866,5.494815812,10,3,2,6
6850.241,14.35216317,10,3,2,6
6823.8687,6.70525786,10,3,2,6
6810.759,7.482128234,10,3,2,6
6771.7285,22.65974128,10,3,2,6
6752.3804,205.6188729,10,3,2,6
6745.956,9.817512684,10,3,2,6
6733.1436,4.89042378,10,3,2,6
6726.755,8.884649395,10,3,2,6
6707.663,35.32632523,10,3,2,6
6688.6787,15.46652741,10,3,2,6
6682.375,83.27713513,10,3,2,6
6651.032,12.54226951,10,3,2,6
6644.7983,4.774296515,10,3,2,6
6644.7983,3.144892977,10,3,2,6
6638.576,5.810602437,10,3,2,6
6638.576,51.30003816,10,3,2,6
6632.3667,3.95873997,10,3,2,6
6626.168,2.060328238,10,3,2,6
6619.9805,24.14907382,10,3,2,6
6607.6426,67.30663162,10,3,2,6
6601.4897,3.719710521,10,3,2,6
6601.4897,10.70746355,10,3,2,6
6601.4897,4.69349589,10,3,2,6
6601.4897,2.974830217,10,3,2,6
6595.3486,3.114167643,10,3,2,6
6595.3486,31.60377514,10,3,2,6
6564.8145,50.81567578,10,3,2,6
6564.8145,6.06163192,10,3,2,6
6558.741,11.59669007,10,3,2,6
6552.68,15.67162657,10,3,2,6
6546.6294,36.02025137,10,3,2,6
6540.5903,2.84624165,10,3,2,6
6534.562,523.3219232,10,3,2,6
6528.5454,18.6435425,10,3,2,6
6516.544,69.32374298,10,3,2,6
6504.587,9.76550903,10,3,2,6
6504.587,1624283720,10,3,2,6
6486.7334,5.050783941,10,3,2,6
6480.8037,1.568594415,10,3,2,6
6474.8857,3.942014845,10,3,2,6
6474.8857,7.061031888,10,3,2,6
6468.9785,47.81895432,10,3,2,6
6463.081,4.748738652,10,3,2,6
6445.4546,7.204531062,10,3,2,6
6445.4546,6.272157157,10,3,2,6
6445.4546,11.3971911,10,3,2,6
6439.6,8.188242421,10,3,2,6
6439.6,3.148170517,10,3,2,6
6439.6,43.9734483,10,3,2,6
6427.9233,684.1141835,10,3,2,6
6398.9165,2.246032075,10,3,2,6
6381.6377,1.532647977,10,3,2,6
6381.6377,11.8382398,10,3,2,6
6370.1704,13.464502,10,3,2,6
